work_order_id,catalog_id,supplier,device_type,technician,shift,build_date,failure_label
WO-0000316,CAT-1072,SPLR_08,NUC,Kimberly,A,2025-01-04,0
WO-0000317,CAT-1119,SPLR_03,NUC,Erin,B,2025-01-04,0
WO-0000318,CAT-1105,SPLR_17,STORAGE_NODE,Lisa,A,2025-01-04,0
WO-0000319,CAT-1008,SPLR_14,U25,Adam,C,2025-01-04,0
WO-0000320,CAT-1026,SPLR_03,EMBEDDED_B,Marissa,A,2025-01-05,0
WO-0000321,CAT-1099,SPLR_08,EMBEDDED_A,Gerald,B,2025-01-05,0
WO-0000322,CAT-1035,SPLR_12,EMBEDDED_B,Jay,C,2025-01-05,0
WO-0000323,CAT-1119,SPLR_10,NUC,Donald,B,2025-01-05,0
WO-0000324,CAT-1014,SPLR_06,STORAGE_NODE,James,A,2025-01-05,0
WO-0000325,CAT-1055,SPLR_02,RACK1U,Danielle,A,2025-01-05,0
WO-0000326,CAT-1038,SPLR_15,EDGE_AI,Erica,A,2025-01-05,0
WO-0000327,CAT-1098,SPLR_07,U25,Rebecca,C,2025-01-05,0
WO-0000328,CAT-1020,SPLR_16,RACK2U,Adam,C,2025-01-05,0
WO-0000329,CAT-1017,SPLR_02,RACK1U,John,B,2025-01-05,0
WO-0000330,CAT-1033,SPLR_02,NUC,Michael,A,2025-01-05,0
WO-0000331,CAT-1000,SPLR_14,NUC,Katherine,B,2025-01-05,0
WO-0000332,CAT-1089,SPLR_04,EDGE_AI,Megan,C,2025-01-05,0
WO-0000333,CAT-1017,SPLR_15,EMBEDDED_A,Allison,C,2025-01-05,0
WO-0000334,CAT-1005,SPLR_08,NUC,Gerald,A,2025-01-05,1
WO-0000335,CAT-1088,SPLR_14,U25,Daniel,B,2025-01-05,0
WO-0000336,CAT-1085,SPLR_07,RACK2U,Anthony,A,2025-01-05,0
WO-0000337,CAT-1026,SPLR_14,STORAGE_NODE,Brenda,A,2025-01-05,0
WO-0000338,CAT-1040,SPLR_04,U25,Katherine,A,2025-01-05,1
WO-0000339,CAT-1098,SPLR_17,EDGE_AI,Philip,B,2025-01-05,0
WO-0000340,CAT-1021,SPLR_08,RACK2U,Jonathan,C,2025-01-05,0
WO-0000341,CAT-1105,SPLR_16,RACK2U,Heather,A,2025-01-05,0
WO-0000342,CAT-1056,SPLR_06,EMBEDDED_B,Tiffany,B,2025-01-05,0
WO-0000343,CAT-1088,SPLR_10,RACK2U,Alice,B,2025-01-05,0
WO-0000344,CAT-1055,SPLR_01,NUC,Philip,B,2025-01-05,0
WO-0000345,CAT-1072,SPLR_05,RACK1U,Anthony,B,2025-01-05,1
WO-0000346,CAT-1012,SPLR_11,EDGE_AI,Gabriel,A,2025-01-05,1
WO-0000347,CAT-1046,SPLR_10,U25,Sarah,B,2025-01-05,0
WO-0000348,CAT-1076,SPLR_02,EMBEDDED_B,Kelsey,A,2025-01-05,0
WO-0000349,CAT-1000,SPLR_16,EDGE_AI,Adam,A,2025-01-05,0
WO-0000350,CAT-1100,SPLR_09,STORAGE_NODE,Alice,C,2025-01-05,0
WO-0000351,CAT-1057,SPLR_02,RACK1U,Linda,B,2025-01-05,0
WO-0000352,CAT-1055,SPLR_13,U25,Megan,A,2025-01-05,0
WO-0000353,CAT-1025,SPLR_04,NUC,Erin,A,2025-01-05,0
WO-0000354,CAT-1009,SPLR_15,U25,Jonathan,A,2025-01-05,0
WO-0000355,CAT-1038,SPLR_02,EMBEDDED_A,Kelsey,A,2025-01-05,1
WO-0000356,CAT-1111,SPLR_04,EMBEDDED_A,Rachel,C,2025-01-05,1
WO-0000357,CAT-1106,SPLR_02,EDGE_AI,Margaret,A,2025-01-05,0
WO-0000358,CAT-1055,SPLR_03,EMBEDDED_A,Heather,B,2025-01-05,0
WO-0000359,CAT-1102,SPLR_15,EMBEDDED_B,Aaron,C,2025-01-05,0
WO-0000360,CAT-1053,SPLR_08,NUC,Wesley,C,2025-01-05,0
WO-0000361,CAT-1038,SPLR_11,STORAGE_NODE,Rachel,A,2025-01-05,0
WO-0000362,CAT-1096,SPLR_10,STORAGE_NODE,Aaron,C,2025-01-05,0
WO-0000363,CAT-1059,SPLR_08,EDGE_AI,Gilbert,B,2025-01-05,1
WO-0000364,CAT-1056,SPLR_07,U25,Linda,A,2025-01-05,0
WO-0000365,CAT-1023,SPLR_15,NUC,Erik,A,2025-01-05,0
WO-0000366,CAT-1080,SPLR_08,RACK2U,Rachel,C,2025-01-05,0
WO-0000367,CAT-1075,SPLR_16,EMBEDDED_B,Gilbert,A,2025-01-05,1
WO-0000368,CAT-1032,SPLR_11,RACK2U,Michael,B,2025-01-05,0
WO-0000369,CAT-1055,SPLR_11,RACK1U,Sarah,A,2025-01-05,1
WO-0000370,CAT-1008,SPLR_02,RACK2U,Donna,B,2025-01-05,0
WO-0000371,CAT-1019,SPLR_08,EDGE_AI,Linda,B,2025-01-05,0
WO-0000372,CAT-1090,SPLR_05,EDGE_AI,Aaron,C,2025-01-05,1
WO-0000373,CAT-1099,SPLR_11,NUC,Danielle,A,2025-01-05,0
WO-0000374,CAT-1078,SPLR_08,STORAGE_NODE,Margaret,B,2025-01-05,0
WO-0000375,CAT-1110,SPLR_01,EMBEDDED_A,Katherine,B,2025-01-05,0
WO-0000376,CAT-1109,SPLR_01,EMBEDDED_A,Steven,C,2025-01-05,1
WO-0000377,CAT-1089,SPLR_10,U25,Sarah,A,2025-01-05,0
WO-0000378,CAT-1068,SPLR_07,EDGE_AI,Ashley,A,2025-01-05,0
WO-0000379,CAT-1105,SPLR_11,NUC,Adam,A,2025-01-05,1
WO-0000380,CAT-1052,SPLR_10,EDGE_AI,Linda,C,2025-01-05,0
WO-0000381,CAT-1064,SPLR_17,EDGE_AI,Amy,A,2025-01-05,1
WO-0000382,CAT-1111,SPLR_16,EMBEDDED_A,Gregory,A,2025-01-05,0
WO-0000383,CAT-1044,SPLR_15,EMBEDDED_A,Katelyn,B,2025-01-05,0
WO-0000384,CAT-1076,SPLR_11,STORAGE_NODE,Erica,A,2025-01-05,1
WO-0000385,CAT-1050,SPLR_08,U25,Brenda,B,2025-01-05,0
WO-0000386,CAT-1026,SPLR_06,EDGE_AI,Marissa,C,2025-01-05,0
WO-0000387,CAT-1036,SPLR_01,STORAGE_NODE,Vicki,B,2025-01-05,0
WO-0000388,CAT-1052,SPLR_04,EMBEDDED_B,Lisa,A,2025-01-05,1
WO-0000389,CAT-1080,SPLR_12,U25,Katherine,B,2025-01-05,0
WO-0000390,CAT-1115,SPLR_05,EMBEDDED_A,Kimberly,A,2025-01-05,1
WO-0000391,CAT-1016,SPLR_07,U25,Donald,C,2025-01-05,0
WO-0000392,CAT-1023,SPLR_15,RACK2U,Anthony,A,2025-01-05,1
WO-0000393,CAT-1116,SPLR_12,STORAGE_NODE,Dawn,B,2025-01-05,0
WO-0000394,CAT-1043,SPLR_08,RACK2U,Kelsey,B,2025-01-05,0
WO-0000395,CAT-1004,SPLR_17,RACK2U,Jamie,A,2025-01-05,0
WO-0000396,CAT-1024,SPLR_06,EMBEDDED_B,Vicki,A,2025-01-05,0
WO-0000397,CAT-1108,SPLR_17,EDGE_AI,Kathy,A,2025-01-05,1
WO-0000398,CAT-1033,SPLR_15,NUC,Chad,B,2025-01-05,0
WO-0000399,CAT-1018,SPLR_16,EDGE_AI,Kelsey,A,2025-01-05,0
WO-0000400,CAT-1095,SPLR_02,RACK2U,Samantha,A,2025-01-06,0
WO-0000401,CAT-1116,SPLR_04,EMBEDDED_A,Tracy,C,2025-01-06,0
WO-0000402,CAT-1023,SPLR_16,NUC,Edward,C,2025-01-06,0
WO-0000403,CAT-1084,SPLR_17,EMBEDDED_A,Kathy,C,2025-01-06,0
WO-0000404,CAT-1075,SPLR_14,U25,Donna,B,2025-01-06,0
WO-0000405,CAT-1065,SPLR_16,U25,Gabriel,B,2025-01-06,0
WO-0000406,CAT-1091,SPLR_09,RACK2U,Amy,A,2025-01-06,0
WO-0000407,CAT-1046,SPLR_08,NUC,Donald,A,2025-01-06,0
WO-0000408,CAT-1068,SPLR_09,EDGE_AI,Heather,B,2025-01-06,0
WO-0000409,CAT-1111,SPLR_01,RACK1U,Gabriel,A,2025-01-06,0
WO-0000410,CAT-1033,SPLR_05,STORAGE_NODE,Michael,C,2025-01-06,0
WO-0000411,CAT-1061,SPLR_17,NUC,Gary,A,2025-01-06,1
WO-0000412,CAT-1042,SPLR_02,U25,John,B,2025-01-06,0
WO-0000413,CAT-1023,SPLR_16,RACK1U,Allison,B,2025-01-06,1
WO-0000414,CAT-1095,SPLR_14,U25,Amy,C,2025-01-06,0
WO-0000415,CAT-1074,SPLR_17,U25,Trevor,A,2025-01-06,0
WO-0000416,CAT-1056,SPLR_09,U25,Joseph,A,2025-01-06,0
WO-0000417,CAT-1113,SPLR_14,NUC,Allison,A,2025-01-06,0
WO-0000418,CAT-1073,SPLR_12,RACK1U,Samantha,A,2025-01-06,0
WO-0000419,CAT-1080,SPLR_05,EDGE_AI,Anthony,A,2025-01-06,0
WO-0000420,CAT-1085,SPLR_04,STORAGE_NODE,Mark,B,2025-01-06,0
WO-0000421,CAT-1012,SPLR_10,NUC,Daniel,A,2025-01-06,0
WO-0000422,CAT-1033,SPLR_09,STORAGE_NODE,Vicki,A,2025-01-06,0
WO-0000423,CAT-1057,SPLR_02,EMBEDDED_B,Erik,A,2025-01-06,0
WO-0000424,CAT-1086,SPLR_02,EMBEDDED_B,Erik,B,2025-01-06,0
WO-0000425,CAT-1117,SPLR_16,RACK1U,Felicia,A,2025-01-06,0
WO-0000426,CAT-1096,SPLR_12,EDGE_AI,Rebecca,A,2025-01-06,1
WO-0000427,CAT-1093,SPLR_12,U25,Amy,B,2025-01-06,0
WO-0000428,CAT-1036,SPLR_12,RACK1U,Theresa,C,2025-01-06,0
WO-0000429,CAT-1080,SPLR_07,EMBEDDED_A,Erin,C,2025-01-06,0
WO-0000430,CAT-1044,SPLR_13,EMBEDDED_A,Nathaniel,A,2025-01-06,0
WO-0000431,CAT-1055,SPLR_14,RACK1U,Edward,A,2025-01-06,1
WO-0000432,CAT-1044,SPLR_14,EMBEDDED_B,Michael,A,2025-01-06,0
WO-0000433,CAT-1107,SPLR_03,NUC,Jamie,A,2025-01-06,1
WO-0000434,CAT-1033,SPLR_06,U25,Jody,C,2025-01-06,0
WO-0000435,CAT-1063,SPLR_14,U25,Marissa,A,2025-01-06,0
WO-0000436,CAT-1090,SPLR_09,RACK1U,Rachel,A,2025-01-06,1
WO-0000437,CAT-1017,SPLR_06,RACK2U,Edward,B,2025-01-06,0
WO-0000438,CAT-1099,SPLR_02,EMBEDDED_B,Erin,B,2025-01-06,0
WO-0000439,CAT-1057,SPLR_14,NUC,Mark,A,2025-01-06,0
WO-0000440,CAT-1052,SPLR_05,EDGE_AI,Steven,A,2025-01-06,0
WO-0000441,CAT-1043,SPLR_09,RACK1U,Gilbert,A,2025-01-06,0
WO-0000442,CAT-1109,SPLR_06,EDGE_AI,Jonathan,A,2025-01-06,0
WO-0000443,CAT-1032,SPLR_09,EMBEDDED_B,Donna,A,2025-01-06,0
WO-0000444,CAT-1108,SPLR_14,U25,Wesley,B,2025-01-06,0
WO-0000445,CAT-1111,SPLR_12,NUC,Dawn,C,2025-01-06,0
WO-0000446,CAT-1056,SPLR_16,EMBEDDED_A,Alice,B,2025-01-06,0
WO-0000447,CAT-1109,SPLR_09,EDGE_AI,Andrew,A,2025-01-06,0
WO-0000448,CAT-1069,SPLR_10,RACK2U,Nathaniel,B,2025-01-06,1
WO-0000449,CAT-1048,SPLR_10,EMBEDDED_B,Kathy,A,2025-01-06,0
WO-0000450,CAT-1085,SPLR_14,U25,Kyle,C,2025-01-06,0
WO-0000451,CAT-1101,SPLR_16,NUC,Kevin,A,2025-01-06,0
WO-0000452,CAT-1015,SPLR_06,RACK2U,Mark,C,2025-01-06,0
WO-0000453,CAT-1072,SPLR_07,STORAGE_NODE,Katherine,A,2025-01-06,0
WO-0000454,CAT-1025,SPLR_04,U25,Rebecca,C,2025-01-06,0
WO-0000455,CAT-1006,SPLR_08,NUC,Kathy,B,2025-01-06,0
WO-0000456,CAT-1080,SPLR_04,U25,Michael,A,2025-01-06,0
WO-0000457,CAT-1097,SPLR_16,EDGE_AI,Philip,B,2025-01-06,0
WO-0000458,CAT-1119,SPLR_05,EDGE_AI,Jamie,C,2025-01-06,0
WO-0000459,CAT-1033,SPLR_06,NUC,Erin,A,2025-01-06,0
WO-0000460,CAT-1083,SPLR_14,RACK1U,Carmen,A,2025-01-06,0
WO-0000461,CAT-1092,SPLR_15,EDGE_AI,Linda,A,2025-01-06,0
WO-0000462,CAT-1068,SPLR_17,EMBEDDED_A,Ashley,A,2025-01-06,0
WO-0000463,CAT-1004,SPLR_10,EMBEDDED_B,Rachel,A,2025-01-06,0
WO-0000464,CAT-1016,SPLR_14,RACK2U,Gabriel,A,2025-01-06,0
WO-0000465,CAT-1044,SPLR_04,EMBEDDED_A,Taylor,B,2025-01-06,1
WO-0000466,CAT-1088,SPLR_12,EDGE_AI,Jonathan,C,2025-01-06,0
WO-0000467,CAT-1082,SPLR_08,EMBEDDED_B,Taylor,C,2025-01-06,0
WO-0000468,CAT-1008,SPLR_13,U25,Andrew,A,2025-01-06,0
WO-0000469,CAT-1090,SPLR_09,U25,Timothy,A,2025-01-06,0
WO-0000470,CAT-1048,SPLR_06,RACK2U,Heather,C,2025-01-06,0
WO-0000471,CAT-1095,SPLR_15,EMBEDDED_B,Kyle,A,2025-01-06,0
WO-0000472,CAT-1014,SPLR_03,RACK1U,Megan,A,2025-01-06,0
WO-0000473,CAT-1113,SPLR_05,RACK2U,Brian,A,2025-01-06,0
WO-0000474,CAT-1030,SPLR_04,NUC,Theresa,B,2025-01-06,0
WO-0000475,CAT-1076,SPLR_05,RACK2U,Susan,C,2025-01-06,0
WO-0000476,CAT-1029,SPLR_05,EDGE_AI,Aaron,C,2025-01-06,0
WO-0000477,CAT-1006,SPLR_06,NUC,Joseph,B,2025-01-06,0
WO-0000478,CAT-1072,SPLR_14,U25,Gabriel,B,2025-01-06,0
WO-0000479,CAT-1112,SPLR_09,NUC,Dawn,B,2025-01-06,1
WO-0000480,CAT-1118,SPLR_15,EMBEDDED_B,Gabriel,A,2025-01-07,0
WO-0000481,CAT-1089,SPLR_03,STORAGE_NODE,Gary,B,2025-01-07,0
WO-0000482,CAT-1080,SPLR_11,EMBEDDED_A,Amy,B,2025-01-07,0
WO-0000483,CAT-1047,SPLR_16,EDGE_AI,Tiffany,B,2025-01-07,0
WO-0000484,CAT-1034,SPLR_10,EMBEDDED_B,Shannon,B,2025-01-07,0
WO-0000485,CAT-1022,SPLR_17,NUC,Anthony,C,2025-01-07,0
WO-0000486,CAT-1018,SPLR_07,STORAGE_NODE,Trevor,B,2025-01-07,0
WO-0000487,CAT-1076,SPLR_17,U25,Donald,A,2025-01-07,0
WO-0000488,CAT-1073,SPLR_06,STORAGE_NODE,Vicki,A,2025-01-07,0
WO-0000489,CAT-1094,SPLR_17,RACK2U,Ashley,A,2025-01-07,0
WO-0000490,CAT-1029,SPLR_07,EDGE_AI,Gary,B,2025-01-07,0
WO-0000491,CAT-1072,SPLR_15,STORAGE_NODE,Megan,A,2025-01-07,0
WO-0000492,CAT-1110,SPLR_11,EMBEDDED_B,Carmen,A,2025-01-07,0
WO-0000493,CAT-1059,SPLR_07,EDGE_AI,Amy,A,2025-01-07,0
WO-0000494,CAT-1100,SPLR_17,RACK2U,Dawn,B,2025-01-07,1
WO-0000495,CAT-1006,SPLR_05,EMBEDDED_A,Amy,B,2025-01-07,0
WO-0000496,CAT-1088,SPLR_05,STORAGE_NODE,Gerald,B,2025-01-07,0
WO-0000497,CAT-1063,SPLR_05,EDGE_AI,Michael,A,2025-01-07,0
WO-0000498,CAT-1040,SPLR_13,STORAGE_NODE,Margaret,B,2025-01-07,0
WO-0000499,CAT-1076,SPLR_10,NUC,Felicia,A,2025-01-07,0
WO-0000500,CAT-1007,SPLR_04,EMBEDDED_B,Jonathan,C,2025-01-07,0
WO-0000501,CAT-1106,SPLR_07,STORAGE_NODE,Gregory,A,2025-01-07,1
WO-0000502,CAT-1031,SPLR_16,STORAGE_NODE,Anna,A,2025-01-07,0
WO-0000503,CAT-1110,SPLR_04,RACK1U,Linda,A,2025-01-07,1
WO-0000504,CAT-1022,SPLR_02,NUC,Wesley,A,2025-01-07,0
WO-0000505,CAT-1118,SPLR_03,EMBEDDED_A,Alice,B,2025-01-07,0
WO-0000506,CAT-1010,SPLR_12,EDGE_AI,Taylor,B,2025-01-07,0
WO-0000507,CAT-1105,SPLR_10,STORAGE_NODE,Anthony,A,2025-01-07,1
WO-0000508,CAT-1084,SPLR_09,RACK1U,Kyle,B,2025-01-07,0
WO-0000509,CAT-1020,SPLR_05,RACK2U,John,A,2025-01-07,0
WO-0000510,CAT-1095,SPLR_07,EDGE_AI,Michelle,C,2025-01-07,0
WO-0000511,CAT-1082,SPLR_02,STORAGE_NODE,Adrienne,A,2025-01-07,0
WO-0000512,CAT-1090,SPLR_13,U25,Adam,A,2025-01-07,0
WO-0000513,CAT-1109,SPLR_11,U25,James,B,2025-01-07,0
WO-0000514,CAT-1034,SPLR_11,EMBEDDED_A,John,A,2025-01-07,0
WO-0000515,CAT-1074,SPLR_13,EMBEDDED_A,Danielle,B,2025-01-07,0
WO-0000516,CAT-1073,SPLR_09,NUC,Peter,A,2025-01-07,0
WO-0000517,CAT-1049,SPLR_05,RACK1U,Brandon,B,2025-01-07,0
WO-0000518,CAT-1092,SPLR_15,U25,Sarah,B,2025-01-07,0
WO-0000519,CAT-1065,SPLR_09,EMBEDDED_A,Nathaniel,B,2025-01-07,0
WO-0000520,CAT-1086,SPLR_09,STORAGE_NODE,Jamie,B,2025-01-07,0
WO-0000521,CAT-1063,SPLR_13,NUC,Kyle,B,2025-01-07,0
WO-0000522,CAT-1080,SPLR_16,RACK2U,Steven,B,2025-01-07,0
WO-0000523,CAT-1059,SPLR_17,EMBEDDED_A,Kimberly,A,2025-01-07,0
WO-0000524,CAT-1051,SPLR_02,U25,Gregory,A,2025-01-07,0
WO-0000525,CAT-1000,SPLR_14,EMBEDDED_A,Jonathan,A,2025-01-07,0
WO-0000526,CAT-1025,SPLR_03,EMBEDDED_A,Margaret,A,2025-01-07,0
WO-0000527,CAT-1112,SPLR_12,U25,Jody,B,2025-01-07,0
WO-0000528,CAT-1036,SPLR_14,RACK2U,John,C,2025-01-07,0
WO-0000529,CAT-1027,SPLR_10,U25,Adrienne,C,2025-01-07,0
WO-0000530,CAT-1043,SPLR_05,STORAGE_NODE,Derrick,A,2025-01-07,0
WO-0000531,CAT-1034,SPLR_05,EMBEDDED_B,Gregory,C,2025-01-07,1
WO-0000532,CAT-1001,SPLR_10,STORAGE_NODE,Steven,C,2025-01-07,0
WO-0000533,CAT-1076,SPLR_16,RACK1U,Timothy,B,2025-01-07,0
WO-0000534,CAT-1080,SPLR_06,EDGE_AI,Chad,C,2025-01-07,0
WO-0000535,CAT-1052,SPLR_17,STORAGE_NODE,Erica,B,2025-01-07,1
WO-0000536,CAT-1115,SPLR_07,RACK1U,Thomas,B,2025-01-07,0
WO-0000537,CAT-1065,SPLR_10,EMBEDDED_A,Thomas,A,2025-01-07,0
WO-0000538,CAT-1081,SPLR_07,EMBEDDED_B,Erin,A,2025-01-07,0
WO-0000539,CAT-1039,SPLR_04,EMBEDDED_A,Brian,A,2025-01-07,0
WO-0000540,CAT-1006,SPLR_14,U25,Alexis,A,2025-01-07,1
WO-0000541,CAT-1066,SPLR_06,NUC,Samantha,B,2025-01-07,0
WO-0000542,CAT-1107,SPLR_02,RACK1U,Jay,B,2025-01-07,0
WO-0000543,CAT-1006,SPLR_01,NUC,Brian,A,2025-01-07,0
WO-0000544,CAT-1062,SPLR_09,EMBEDDED_A,Danielle,A,2025-01-07,0
WO-0000545,CAT-1053,SPLR_15,EMBEDDED_B,Kevin,A,2025-01-07,0
WO-0000546,CAT-1065,SPLR_16,U25,Steven,A,2025-01-07,1
WO-0000547,CAT-1065,SPLR_04,EDGE_AI,Heather,B,2025-01-07,0
WO-0000548,CAT-1023,SPLR_17,EMBEDDED_A,Dawn,A,2025-01-07,0
WO-0000549,CAT-1059,SPLR_09,EDGE_AI,Kelsey,A,2025-01-07,1
WO-0000550,CAT-1088,SPLR_07,NUC,Katelyn,A,2025-01-07,0
WO-0000551,CAT-1085,SPLR_09,EMBEDDED_A,Thomas,B,2025-01-07,1
WO-0000552,CAT-1075,SPLR_15,EDGE_AI,Linda,A,2025-01-07,0
WO-0000553,CAT-1085,SPLR_09,EMBEDDED_A,Carmen,A,2025-01-07,0
WO-0000554,CAT-1021,SPLR_05,NUC,Kelsey,A,2025-01-07,0
WO-0000555,CAT-1054,SPLR_04,U25,Alice,C,2025-01-07,0
WO-0000556,CAT-1052,SPLR_16,U25,Aaron,C,2025-01-07,0
WO-0000557,CAT-1002,SPLR_17,EMBEDDED_A,Jonathan,B,2025-01-07,0
WO-0000558,CAT-1085,SPLR_16,STORAGE_NODE,Michael,B,2025-01-07,1
WO-0000559,CAT-1116,SPLR_02,NUC,Brian,B,2025-01-07,0
WO-0000560,CAT-1112,SPLR_08,EMBEDDED_A,Thomas,A,2025-01-08,0
WO-0000561,CAT-1068,SPLR_14,EMBEDDED_B,Kyle,B,2025-01-08,0
WO-0000562,CAT-1022,SPLR_09,EDGE_AI,Derrick,A,2025-01-08,0
WO-0000563,CAT-1061,SPLR_17,U25,Derrick,A,2025-01-08,0
WO-0000564,CAT-1116,SPLR_05,U25,Derrick,C,2025-01-08,0
WO-0000565,CAT-1055,SPLR_13,NUC,Linda,C,2025-01-08,0
WO-0000566,CAT-1078,SPLR_15,RACK2U,Theresa,B,2025-01-08,0
WO-0000567,CAT-1029,SPLR_16,NUC,Kyle,B,2025-01-08,0
WO-0000568,CAT-1077,SPLR_03,STORAGE_NODE,Kimberly,B,2025-01-08,0
WO-0000569,CAT-1010,SPLR_07,RACK1U,Kyle,B,2025-01-08,0
WO-0000570,CAT-1090,SPLR_06,EDGE_AI,Vicki,C,2025-01-08,0
WO-0000571,CAT-1040,SPLR_10,RACK1U,Kathy,A,2025-01-08,0
WO-0000572,CAT-1096,SPLR_12,STORAGE_NODE,Heather,C,2025-01-08,0
WO-0000573,CAT-1013,SPLR_09,RACK1U,Philip,A,2025-01-08,0
WO-0000574,CAT-1022,SPLR_01,EMBEDDED_B,Allison,A,2025-01-08,0
WO-0000575,CAT-1034,SPLR_09,EMBEDDED_B,Anthony,B,2025-01-08,0
WO-0000576,CAT-1032,SPLR_01,RACK1U,Anna,A,2025-01-08,0
WO-0000577,CAT-1073,SPLR_12,EDGE_AI,Margaret,A,2025-01-08,0
WO-0000578,CAT-1054,SPLR_09,U25,Jody,C,2025-01-08,0
WO-0000579,CAT-1047,SPLR_08,EDGE_AI,Aaron,B,2025-01-08,0
WO-0000580,CAT-1017,SPLR_10,NUC,Adrienne,A,2025-01-08,1
WO-0000581,CAT-1041,SPLR_02,NUC,Theresa,C,2025-01-08,0
WO-0000582,CAT-1038,SPLR_11,NUC,Tiffany,A,2025-01-08,0
WO-0000583,CAT-1091,SPLR_14,EMBEDDED_A,Lisa,C,2025-01-08,0
WO-0000584,CAT-1117,SPLR_01,STORAGE_NODE,Kelsey,B,2025-01-08,0
WO-0000585,CAT-1053,SPLR_03,EDGE_AI,Steven,C,2025-01-08,0
WO-0000586,CAT-1022,SPLR_09,NUC,Margaret,A,2025-01-08,1
WO-0000587,CAT-1101,SPLR_09,U25,Alexis,B,2025-01-08,0
WO-0000588,CAT-1002,SPLR_02,U25,Derrick,A,2025-01-08,0
WO-0000589,CAT-1113,SPLR_10,NUC,Donald,A,2025-01-08,0
WO-0000590,CAT-1001,SPLR_10,STORAGE_NODE,Alexis,A,2025-01-08,0
WO-0000591,CAT-1116,SPLR_10,EMBEDDED_B,Amy,A,2025-01-08,0
WO-0000592,CAT-1015,SPLR_15,RACK1U,Amy,B,2025-01-08,0
WO-0000593,CAT-1046,SPLR_17,U25,Jonathan,A,2025-01-08,1
WO-0000594,CAT-1023,SPLR_08,NUC,Katherine,B,2025-01-08,0
WO-0000595,CAT-1024,SPLR_04,EMBEDDED_A,Danielle,A,2025-01-08,1
WO-0000596,CAT-1060,SPLR_07,RACK1U,Donna,B,2025-01-08,0
WO-0000597,CAT-1086,SPLR_07,NUC,Brian,B,2025-01-08,0
WO-0000598,CAT-1031,SPLR_16,U25,Erin,A,2025-01-08,0
WO-0000599,CAT-1041,SPLR_10,EMBEDDED_A,Edward,A,2025-01-08,0
WO-0000600,CAT-1081,SPLR_03,EMBEDDED_B,James,C,2025-01-08,0
WO-0000601,CAT-1096,SPLR_11,U25,Marissa,B,2025-01-08,0
WO-0000602,CAT-1082,SPLR_07,STORAGE_NODE,Aaron,B,2025-01-08,0
WO-0000603,CAT-1019,SPLR_10,EDGE_AI,Jonathan,B,2025-01-08,0
WO-0000604,CAT-1041,SPLR_16,NUC,Carmen,A,2025-01-08,0
WO-0000605,CAT-1031,SPLR_03,EDGE_AI,Gary,A,2025-01-08,1
WO-0000606,CAT-1098,SPLR_06,NUC,Adam,A,2025-01-08,0
WO-0000607,CAT-1023,SPLR_08,STORAGE_NODE,Steven,A,2025-01-08,1
WO-0000608,CAT-1039,SPLR_01,NUC,Michael,B,2025-01-08,0
WO-0000609,CAT-1024,SPLR_17,RACK1U,Philip,B,2025-01-08,0
WO-0000610,CAT-1095,SPLR_06,EMBEDDED_A,Megan,B,2025-01-08,0
WO-0000611,CAT-1092,SPLR_15,RACK2U,Kevin,A,2025-01-08,0
WO-0000612,CAT-1014,SPLR_15,EDGE_AI,Adrienne,C,2025-01-08,0
WO-0000613,CAT-1037,SPLR_02,STORAGE_NODE,Aaron,B,2025-01-08,1
WO-0000614,CAT-1004,SPLR_12,NUC,Philip,B,2025-01-08,0
WO-0000615,CAT-1004,SPLR_14,EDGE_AI,Carmen,C,2025-01-08,0
WO-0000616,CAT-1041,SPLR_06,NUC,Alexis,A,2025-01-08,0
WO-0000617,CAT-1049,SPLR_09,RACK2U,Kyle,A,2025-01-08,0
WO-0000618,CAT-1102,SPLR_16,RACK2U,Jonathan,C,2025-01-08,0
WO-0000619,CAT-1032,SPLR_08,EDGE_AI,Jody,B,2025-01-08,1
WO-0000620,CAT-1006,SPLR_05,RACK2U,Carolyn,A,2025-01-08,0
WO-0000621,CAT-1060,SPLR_07,EMBEDDED_A,Katherine,A,2025-01-08,0
WO-0000622,CAT-1057,SPLR_05,EDGE_AI,Danielle,B,2025-01-08,0
WO-0000623,CAT-1116,SPLR_17,EMBEDDED_A,Kathy,A,2025-01-08,0
WO-0000624,CAT-1111,SPLR_04,EMBEDDED_A,Michael,B,2025-01-08,0
WO-0000625,CAT-1098,SPLR_05,U25,Philip,A,2025-01-08,0
WO-0000626,CAT-1042,SPLR_13,EMBEDDED_A,Kyle,B,2025-01-08,0
WO-0000627,CAT-1007,SPLR_15,NUC,Kyle,B,2025-01-08,1
WO-0000628,CAT-1035,SPLR_12,RACK1U,Michael,C,2025-01-08,1
WO-0000629,CAT-1014,SPLR_16,RACK1U,Jonathan,A,2025-01-08,1
WO-0000630,CAT-1014,SPLR_13,EMBEDDED_A,Nathaniel,A,2025-01-08,0
WO-0000631,CAT-1053,SPLR_03,EMBEDDED_B,Aaron,B,2025-01-08,0
WO-0000632,CAT-1037,SPLR_09,EDGE_AI,Jose,A,2025-01-08,0
WO-0000633,CAT-1110,SPLR_03,EMBEDDED_A,Philip,C,2025-01-08,0
WO-0000634,CAT-1041,SPLR_07,RACK1U,Anna,A,2025-01-08,1
WO-0000635,CAT-1054,SPLR_04,EMBEDDED_A,Kevin,A,2025-01-08,0
